rssd9999,rssd9001
19970630,1201792
19970630,1201804
19970630,1201813
19970630,1201840
19970630,1201859
19970630,1201877
19970630,1201886
19970630,1201916
19970630,1201925
19970630,1201934
19970630,1201952
19970630,1201989
19970630,1202034
19970630,1202043
19970630,1202052
19970630,1202098
19970630,1202119
19970630,1202137
19970630,1202182
19970630,1202221
19970630,1202258
19970630,1202276
19970630,1202333
19970630,1202388
19970630,1202427
19970630,1202436
19970630,1202472
19970630,1202490
19970630,1202511
19970630,1202641
19970630,1202669
19970630,1202708
19970630,1202726
19970630,1202735
19970630,1202744
19970630,1202753
19970630,1202762
19970630,1202780
19970630,1202799
19970630,1202838
19970630,1202847
19970630,1202865
19970630,1202883
19970630,1202913
19970630,1202922
19970630,1202986
19970630,1202995
19970630,1203004
19970630,1203022
19970630,1203031
19970630,1203077
19970630,1203095
19970630,1203107
19970630,1203125
19970630,1203134
19970630,1203161
19970630,1203198
19970630,1203200
19970630,1203237
19970630,1203264
19970630,1203303
19970630,1203312
19970630,1203376
19970630,1203415
19970630,1203451
19970630,1203460
19970630,1203488
19970630,1203509
19970630,1203518
19970630,1203536
19970630,1203590
19970630,1203602
19970630,1203620
19970630,1203639
19970630,1203666
19970630,1203684
19970630,1203693
19970630,1203714
19970630,1203723
19970630,1203769
19970630,1203778
19970630,1203817
19970630,1203826
19970630,1203835
19970630,1203844
19970630,1203853
19970630,1203862
19970630,1203880
19970630,1203899
19970630,1203901
19970630,1203910
19970630,1203956
19970630,1203974
19970630,1204001
19970630,1204029
19970630,1204038
19970630,1204047
19970630,1204065
19970630,1204074
19970630,1204083
19970630,1204092
19970630,1204104
19970630,1204113
19970630,1204168
19970630,1204177
19970630,1204195
19970630,1204234
19970630,1204243
19970630,1204252
19970630,1204300
19970630,1204337
19970630,1204346
19970630,1204355
19970630,1204421
19970630,1204430
19970630,1204467
19970630,1204533
19970630,1204542
19970630,1204560
19970630,1204579
19970630,1204588
19970630,1204609
19970630,1204618
19970630,1204627
19970630,1204663
19970630,1204690
19970630,1204720
19970630,1204739
19970630,1204748
19970630,1204766
19970630,1204775
19970630,1204784
19970630,1204805
19970630,1204814
19970630,1204832
19970630,1204841
19970630,1204869
19970630,1204878
19970630,1204887
19970630,1204926
19970630,1204944
19970630,1204962
19970630,1204980
19970630,1204999
19970630,1205008
19970630,1205017
19970630,1205026
19970630,1205044
19970630,1205053
19970630,1205062
19970630,1205101
19970630,1205138
19970630,1205156
19970630,1205183
19970630,1205192
19970630,1205222
19970630,1205240
19970630,1205259
19970630,1205268
19970630,1205286
19970630,1205325
19970630,1205334
19970630,1205343
19970630,1205370
19970630,1205389
19970630,1205398
19970630,1205428
19970630,1205473
19970630,1205491
19970630,1205576
19970630,1205585
19970630,1205594
19970630,1205633
19970630,1205688
19970630,1205697
19970630,1205754
19970630,1205763
19970630,1205772
19970630,1205820
19970630,1205857
19970630,1205905
19970630,1205914
19970630,1205923
19970630,1205932
19970630,1205950
19970630,1205996
19970630,1206014
19970630,1206032
19970630,1206041
19970630,1206050
19970630,1206153
19970630,1206171
19970630,1206201
19970630,1206210
19970630,1206229
19970630,1206247
19970630,1206256
19970630,1206283
19970630,1206313
19970630,1206359
19970630,1206368
19970630,1206395
19970630,1206407
19970630,1206425
19970630,1206443
19970630,1206452
19970630,1206498
19970630,1206500
19970630,1206528
19970630,1206537
19970630,1206546
19970630,1206555
19970630,1206573
19970630,1206591
19970630,1206603
19970630,1206612
19970630,1206649
19970630,1206658
19970630,1206667
19970630,1206676
19970630,1206685
19970630,1206706
19970630,1206715
19970630,1206724
19970630,1206733
19970630,1206760
19970630,1206779
19970630,1206797
19970630,1206854
19970630,1206863
19970630,1206890
19970630,1206902
19970630,1206911
19970630,1207002
19970630,1207011
19970630,1207039
19970630,1207093
19970630,1207114
19970630,1207123
19970630,1207132
19970630,1207178
19970630,1207208
19970630,1207329
19970630,1207338
19970630,1207356
19970630,1207365
19970630,1207392
19970630,1207422
19970630,1207431
19970630,1207459
19970630,1207468
19970630,1207486
19970630,1207507
19970630,1207516
19970630,1207543
19970630,1207552
19970630,1207561
19970630,1207589
19970630,1207598
19970630,1207600
19970630,1207664
19970630,1207673
19970630,1207682
19970630,1207691
19970630,1207703
19970630,1207712
19970630,1207758
19970630,1207776
19970630,1207785
19970630,1207815
19970630,1207824
19970630,1207860
19970630,1207897
19970630,1207927
19970630,1207945
19970630,1207954
19970630,1207972
19970630,1207981
19970630,1208009
19970630,1208018
19970630,1208054
19970630,1208102
19970630,1208120
19970630,1208148
19970630,1208157
19970630,1208175
19970630,1208184
19970630,1208287
19970630,1208308
19970630,1208326
19970630,1208371
19970630,1208380
19970630,1208410
19970630,1208447
19970630,1208465
19970630,1208483
19970630,1208492
19970630,1208504
19970630,1208513
19970630,1208531
19970630,1208540
19970630,1208559
19970630,1208568
19970630,1208577
19970630,1208595
19970630,1208616
19970630,1208634
19970630,1208652
19970630,1208661
19970630,1208698
19970630,1208728
19970630,1208746
19970630,1208755
19970630,1208782
19970630,1208812
19970630,1208830
19970630,1208876
19970630,1208885
19970630,1208906
19970630,1208933
19970630,1208951
19970630,1208979
19970630,1208988
19970630,1208997
19970630,1209024
19970630,1209042
19970630,1209060
19970630,1209088
19970630,1209097
19970630,1209109
19970630,1209136
19970630,1209145
19970630,1209172
19970630,1209181
19970630,1209190
19970630,1209211
19970630,1209248
19970630,1209275
19970630,1209284
19970630,1209293
19970630,1209305
19970630,1209323
19970630,1209378
19970630,1209396
19970630,1209417
19970630,1209426
19970630,1209435
19970630,1209444
19970630,1209471
19970630,1209480
19970630,1209499
19970630,1209501
19970630,1209510
19970630,1209529
19970630,1209538
19970630,1209583
19970630,1209592
19970630,1209604
19970630,1209631
19970630,1209659
19970630,1209668
19970630,1209695
19970630,1209707
19970630,1209716
19970630,1209734
19970630,1209743
19970630,1209761
19970630,1209789
19970630,1209798
19970630,1209800
19970630,1209819
19970630,1209828
19970630,1209837
19970630,1209855
19970630,1209891
19970630,1209903
19970630,1209958
19970630,1209967
19970630,1209985
19970630,1210002
19970630,1210011
19970630,1210048
19970630,1210057
19970630,1210066
19970630,1210084
19970630,1210093
19970630,1210114
19970630,1210169
19970630,1210208
19970630,1210217
19970630,1210244
19970630,1210280
19970630,1210299
19970630,1210301
19970630,1210310
19970630,1210329
19970630,1210338
19970630,1210347
19970630,1210356
19970630,1210374
19970630,1210413
19970630,1210422
19970630,1210459
19970630,1210468
19970630,1210495
19970630,1210525
19970630,1210534
19970630,1210570
19970630,1210589
19970630,1210598
19970630,1210600
19970630,1210646
19970630,1210673
19970630,1210682
19970630,1210712
19970630,1210730
19970630,1210749
19970630,1210758
19970630,1210767
19970630,1210776
19970630,1210785
19970630,1210794
19970630,1232554
19970630,1233627
19970630,1234491
19970630,1237447
19970630,1241211
19970630,1241846
19970630,1244801
19970630,1245068
19970630,1245200
19970630,1245228
19970630,1245246
19970630,1245291
19970630,1245321
19970630,1245349
19970630,1245358
19970630,1245385
19970630,1245415
19970630,1245442
19970630,1245451
19970630,1245460
19970630,1245479
19970630,1245497
19970630,1245509
19970630,1245518
19970630,1245536
19970630,1245545
19970630,1245563
19970630,1245581
19970630,1245590
19970630,1245602
19970630,1245611
19970630,1245620
19970630,1245648
19970630,1245657
19970630,1245666
19970630,1245675
19970630,1245684
19970630,1245693
19970630,1245705
19970630,1245741
19970630,1245769
19970630,1246159
19970630,1246225
19970630,1246234
19970630,1246243
19970630,1246252
19970630,1246289
19970630,1246298
19970630,1246328
19970630,1246337
19970630,1246355
19970630,1246364
19970630,1246382
19970630,1246391
19970630,1246403
19970630,1246430
19970630,1246449
19970630,1246458
19970630,1246467
19970630,1246476
19970630,1246494
19970630,1246506
19970630,1246515
19970630,1246524
19970630,1246533
19970630,1246542
19970630,1246579
19970630,1246588
19970630,1246609
19970630,1246618
19970630,1246627
19970630,1246645
19970630,1246663
19970630,1246681
19970630,1246690
19970630,1246702
19970630,1246720
19970630,1246739
19970630,1246766
19970630,1246784
19970630,1246793
19970630,1246805
19970630,1246832
19970630,1246850
19970630,1246869
19970630,1246926
19970630,1246935
19970630,1246944
19970630,1246953
19970630,1246962
19970630,1246999
19970630,1247008
19970630,1247017
19970630,1247026
19970630,1247044
19970630,1247062
19970630,1247099
19970630,1247101
19970630,1247110
19970630,1247129
19970630,1247147
19970630,1247156
19970630,1247174
19970630,1247183
19970630,1247204
19970630,1247231
19970630,1247295
19970630,1247316
19970630,1247325
19970630,1247334
19970630,1247361
19970630,1247370
19970630,1247389
19970630,1247398
19970630,1247419
19970630,1247428
19970630,1247446
19970630,1247455
19970630,1247464
19970630,1247473
19970630,1247558
19970630,1247567
19970630,1247576
19970630,1247594
19970630,1247606
19970630,1247615
19970630,1247624
19970630,1247633
19970630,1247651
19970630,1247660
19970630,1247679
19970630,1247718
19970630,1247727
19970630,1247736
19970630,1247754
19970630,1247802
19970630,1247811
19970630,1247820
19970630,1247866
19970630,1247893
19970630,1247905
19970630,1247923
19970630,1247969
19970630,1247987
19970630,1248005
19970630,1248023
19970630,1248032
19970630,1248041
19970630,1248069
19970630,1248078
19970630,1248096
19970630,1248144
19970630,1248153
19970630,1248162
19970630,1248180
19970630,1248199
19970630,1248229
19970630,1248238
19970630,1248283
19970630,1248304
19970630,1248359
19970630,1248368
19970630,1248377
19970630,1248386
19970630,1248407
19970630,1248489
19970630,1248498
19970630,1248537
19970630,1248546
19970630,1248555
19970630,1248573
19970630,1248582
19970630,1248603
19970630,1248649
19970630,1248658
19970630,1248667
19970630,1248676
19970630,1248742
19970630,1248760
19970630,1248779
19970630,1248788
19970630,1248809
19970630,1248818
19970630,1248836
19970630,1248845
19970630,1248854
19970630,1248863
19970630,1248872
19970630,1248881
19970630,1248939
19970630,1248948
19970630,1248975
19970630,1248993
19970630,1249002
19970630,1249011
19970630,1249020
19970630,1249039
19970630,1249048
19970630,1249057
19970630,1249066
19970630,1249075
19970630,1249093
19970630,1249105
19970630,1249132
19970630,1249169
19970630,1249178
19970630,1249187
19970630,1249196
19970630,1249226
19970630,1249262
19970630,1249271
19970630,1249280
19970630,1249299
19970630,1249310
19970630,1249329
19970630,1249347
19970630,1249356
19970630,1249365
19970630,1249383
19970630,1249413
19970630,1249422
19970630,1249431
19970630,1249440
19970630,1249459
19970630,1249486
19970630,1249495
19970630,1249507
19970630,1249516
19970630,1249543
19970630,1249570
19970630,1249589
19970630,1249598
19970630,1249600
19970630,1249619
19970630,1249628
19970630,1249646
19970630,1249655
19970630,1249664
19970630,1249673
19970630,1249682
19970630,1249691
19970630,1249703
19970630,1249712
19970630,1249730
19970630,1249749
19970630,1249909
19970630,1249918
19970630,1249945
19970630,1249972
19970630,1249981
19970630,1249990
19970630,1250008
19970630,1250026
19970630,1250035
19970630,1250053
19970630,1250071
19970630,1250080
19970630,1250183
19970630,1250204
19970630,1250213
19970630,1250222
19970630,1250231
19970630,1250259
19970630,1250277
19970630,1250286
19970630,1250295
19970630,1250316
19970630,1250361
19970630,1250370
19970630,1250398
19970630,1250419
19970630,1250428
19970630,1250437
19970630,1250446
19970630,1250464
19970630,1250473
19970630,1250482
19970630,1250491
19970630,1250512
19970630,1250521
19970630,1250530
19970630,1250585
19970630,1250594
19970630,1250606
19970630,1250633
19970630,1250651
19970630,1250660
19970630,1250679
19970630,1250688
19970630,1250697
19970630,1250709
19970630,1250718
19970630,1250736
19970630,1250745
19970630,1250754
19970630,1250763
19970630,1250790
19970630,1250820
19970630,1250839
19970630,1250875
19970630,1250893
19970630,1250905
19970630,1250914
19970630,1250923
19970630,1250932
19970630,1357028
19970630,1357037
19970630,1357046
19970630,1357064
19970630,1357073
19970630,1357082
19970630,1357091
19970630,1357103
19970630,1357112
19970630,1357121
19970630,1357130
19970630,1357149
19970630,1357167
19970630,1357176
19970630,1357185
19970630,1357194
19970630,1363681
19970630,1363690
19970630,1363702
19970630,1363711
19970630,1363739
19970630,1363748
19970630,1363757
19970630,1363766
19970630,1363784
19970630,1363793
19970630,1363814
19970630,1363823
19970630,1363887
19970630,1363908
19970630,1363917
19970630,1363935
19970630,1363962
19970630,1363971
19970630,1363980
19970630,1364008
19970630,1364017
19970630,1364026
19970630,1364035
19970630,1364053
19970630,1364071
19970630,1364101
19970630,1364110
19970630,1370791
19970630,1378434
19970630,1398692
19970630,1398731
19970630,1398740
19970630,1398768
19970630,1398777
19970630,1398786
19970630,1398795
19970630,1398807
19970630,1398834
19970630,1398861
19970630,1398919
19970630,1398928
19970630,1398937
19970630,1398973
19970630,1398991
19970630,1399000
19970630,1399019
19970630,1399073
19970630,1399484
19970630,1399493
19970630,1399505
19970630,1399514
19970630,1399523
19970630,1399532
19970630,1399541
19970630,1399550
19970630,1399578
19970630,1399587
19970630,1399596
19970630,1399608
19970630,1399644
19970630,1399671
19970630,1399680
19970630,1399699
19970630,1399729
19970630,1399747
19970630,1399765
19970630,1399774
19970630,1399783
19970630,1399792
19970630,1399804
19970630,1399813
19970630,1401097
19970630,1401109
19970630,1401118
19970630,1401127
19970630,1401154
19970630,1401190
19970630,1404632
19970630,1404641
19970630,1404650
19970630,1404678
19970630,1404687
19970630,1404735
19970630,1404753
19970630,1404771
19970630,1404799
19970630,1406850
19970630,1406878
19970630,1406896
19970630,1406908
19970630,1406917
19970630,1406935
19970630,1406944
19970630,1406953
19970630,1406971
19970630,1406999
19970630,1407008
19970630,1407017
19970630,1407035
19970630,1407044
19970630,1407053
19970630,1407071
19970630,1416439
19970630,1416448
19970630,1416457
19970630,1416475
19970630,1416484
19970630,1416493
19970630,1416505
19970630,1416523
19970630,1416532
19970630,1416541
19970630,1416550
19970630,1416569
19970630,1416578
19970630,1416587
19970630,1416596
19970630,1416608
19970630,1416617
19970630,1416635
19970630,1416644
19970630,1416653
19970630,1416671
19970630,1416680
19970630,1416701
19970630,1416729
19970630,1416738
19970630,1416747
19970630,1416756
19970630,1416774
19970630,1416813
19970630,1416831
19970630,1416859
19970630,1416907
19970630,1416925
19970630,1416989
19970630,1417007
19970630,1417016
19970630,1417052
19970630,1417061
19970630,1417070
19970630,1417119
19970630,1417137
19970630,1417182
19970630,1417191
19970630,1417203
19970630,1417212
19970630,1417221
19970630,1417230
19970630,1417249
19970630,1417267
19970630,1417276
19970630,1417294
19970630,1417315
19970630,1417324
19970630,1417333
19970630,1417360
19970630,1417379
19970630,1417418
19970630,1417427
19970630,1417436
19970630,1417445
19970630,1417454
19970630,1417490
19970630,1417511
19970630,1417539
19970630,1417548
19970630,1426746
19970630,1426755
19970630,1426782
19970630,1426812
19970630,1426830
19970630,1426876
19970630,1426894
19970630,1426906
19970630,1426915
19970630,1426924
19970630,1426933
19970630,1426960
19970630,1426997
19970630,1427006
19970630,1427015
19970630,1427024
19970630,1427033
19970630,1427079
19970630,1427097
19970630,1427118
19970630,1427127
19970630,1427136
19970630,1427172
19970630,1427190
19970630,1427202
19970630,1427211
19970630,1427220
19970630,1427239
19970630,1427257
19970630,1427275
19970630,1427293
19970630,1427305
19970630,1427314
19970630,1427323
19970630,1427350
19970630,1427369
19970630,1427378
19970630,1427387
19970630,1427396
19970630,1427408
19970630,1427417
19970630,1427444
19970630,1427471
19970630,1427499
19970630,1427501
19970630,1427529
19970630,1427547
19970630,1427556
19970630,1427574
19970630,1427583
19970630,1427613
19970630,1427622
19970630,1427631
19970630,1427640
19970630,1427659
19970630,1427677
19970630,1427686
19970630,1427695
19970630,1427716
19970630,1427734
19970630,1447312
19970630,1469314
19970630,1469800
19970630,1471791
19970630,1471803
19970630,1471849
19970630,1471894
19970630,1471915
19970630,1471942
19970630,1471951
19970630,1471960
19970630,1471979
19970630,1472006
19970630,1472024
19970630,1472060
19970630,1472079
19970630,1472097
19970630,1472109
19970630,1472118
19970630,1472127
19970630,1472136
19970630,1472181
19970630,1472211
19970630,1472220
19970630,1472257
19970630,1473562
19970630,1473571
19970630,1478017
19970630,1478026
19970630,1479144
19970630,1479180
19970630,1480560
19970630,1480645
19970630,1480663
19970630,1480944
19970630,1480980
19970630,1481240
19970630,1481259
19970630,1481398
19970630,1481446
19970630,1485800
19970630,1486517
19970630,1486571
19970630,1486665
19970630,1487327
19970630,1490701
19970630,1491191
19970630,1491230
19970630,1491306
19970630,1491333
19970630,1491351
19970630,1491360
19970630,1491388
19970630,1491409
19970630,1491445
19970630,1491463
19970630,1491481
19970630,1491490
19970630,1491502
19970630,1491511
19970630,1491520
19970630,1491548
19970630,1491566
19970630,1491614
19970630,1491632
19970630,1491641
19970630,1491650
19970630,1491669
19970630,1491696
19970630,1491708
19970630,1491717
19970630,1491744
19970630,1491753
19970630,1491771
19970630,1491780
19970630,1491799
19970630,1491801
19970630,1491810
19970630,1491829
19970630,1491838
19970630,1491856
19970630,1491865
19970630,1491883
19970630,1491904
19970630,1491913
19970630,1492198
19970630,1492219
19970630,1492228
19970630,1492246
19970630,1492255
19970630,1492264
19970630,1492273
19970630,1492282
19970630,1492291
19970630,1492497
19970630,1492527
19970630,1492956
19970630,1492992
19970630,1493001
19970630,1493560
19970630,1493579
19970630,1493588
19970630,1493609
19970630,1493618
19970630,1493627
19970630,1493636
19970630,1493645
19970630,1493654
19970630,1493672
19970630,1493711
19970630,1493720
19970630,1493739
19970630,1493793
19970630,1493805
19970630,1493832
19970630,1493841
19970630,1493869
19970630,1494316
19970630,1494334
19970630,1494343
19970630,1495229
19970630,1495238
19970630,1495247
19970630,1495779
19970630,1495788
19970630,1495797
19970630,1495809
19970630,1495818
19970630,1495845
19970630,1495854
19970630,1496244
19970630,1496253
19970630,1516405
19970630,1621260
19970630,1685244
19970630,1717707
19970630,1718209
19970630,1718263
19970630,1820700
19970630,1820746
19970630,1821015
19970630,1821051
19970630,1823279
19970630,1823345
19970630,1823550
19970630,1823578
19970630,1823587
19970630,1823608
19970630,1823738
19970630,1823747
19970630,1825367
19970630,1826047
19970630,1826056
19970630,1827718
19970630,1827754
19970630,1827811
19970630,1827893
19970630,1827905
19970630,1827914
19970630,1827923
19970630,1828005
19970630,1829486
19970630,1829806
19970630,1830044
19970630,1830174
19970630,1830240
19970630,1830343
19970630,1830361
19970630,1830437
19970630,1830473
19970630,1830820
19970630,1830932
19970630,1831078
19970630,1831144
19970630,1831603
19970630,1831760
19970630,1832011
19970630,1832020
19970630,1832048
19970630,1832066
19970630,1832132
19970630,1832749
19970630,1832815
19970630,1832824
19970630,1832851
19970630,1833616
19970630,1833858
19970630,1833906
19970630,1833933
19970630,1833997
19970630,1834006
19970630,1834248
19970630,1834266
19970630,1834275
19970630,1834284
19970630,1834396
19970630,1835580
19970630,1836028
19970630,1836233
19970630,1836475
19970630,1837182
19970630,1837379
19970630,1837968
19970630,1838068
19970630,1838590
19970630,1838974
19970630,1839074
19970630,1839177
19970630,1839207
19970630,1839252
19970630,1839261
19970630,1839270
19970630,1839319
19970630,1839421
19970630,1839609
19970630,1839823
19970630,1840016
19970630,1840089
19970630,1840221
19970630,1840230
19970630,1840258
19970630,1840267
19970630,1840285
19970630,1840306
19970630,1840324
19970630,1840351
19970630,1840481
19970630,1840687
19970630,1840717
19970630,1840753
19970630,1840780
19970630,1840801
19970630,1840883
19970630,1840931
19970630,1841004
19970630,1841189
19970630,1841321
19970630,1841385
19970630,1841732
19970630,1842083
19970630,1842159
19970630,1842252
19970630,1842355
19970630,1842421
19970630,1842485
19970630,1842551
19970630,1842588
19970630,1842636
19970630,1842702
19970630,1842766
19970630,1842775
19970630,1842823
19970630,1842850
19970630,1842926
19970630,1842935
19970630,1842944
19970630,1842971
19970630,1842999
19970630,1843026
19970630,1843053
19970630,1843062
19970630,1843080
19970630,1843204
19970630,1843558
19970630,1843576
19970630,1843688
19970630,1844386
19970630,1844498
19970630,1845262
19970630,1845600
19970630,1845619
19970630,1845673
19970630,1846232
19970630,1846634
19970630,1847912
19970630,1848003
19970630,1848825
19970630,1848852
19970630,1849336
19970630,1849916
19970630,1851544
19970630,1852662
19970630,1854219
19970630,1854303
19970630,1857153
19970630,1857171
19970630,1857760
19970630,1857779
19970630,1857788
19970630,1858208
19970630,1858776
19970630,1859193
19970630,1859362
19970630,1859410
19970630,1859456
19970630,1859465
19970630,1859492
19970630,1860863
19970630,1862036
19970630,1862045
19970630,1862960
19970630,1862979
19970630,1862988
19970630,1862997
19970630,1863239
19970630,1863659
19970630,1863686
19970630,1864218
19970630,1864535
19970630,1864713
19970630,1864740
19970630,1866155
19970630,1866306
19970630,1866418
19970630,1866445
19970630,1867358
19970630,1869987
19970630,1870022
19970630,1870590
19970630,1871159
19970630,1871588
19970630,1871618
19970630,1874039
19970630,1874048
19970630,1874888
19970630,1875214
19970630,1875586
19970630,1877704
19970630,1878411
19970630,1878448
19970630,1878729
19970630,1879173
19970630,1881532
19970630,1881680
19970630,1881699
19970630,1881934
19970630,1883219
19970630,1883424
19970630,1883693
19970630,1884122
19970630,1885307
19970630,1885400
19970630,1885594
19970630,1885718
19970630,1886957
19970630,1887066
19970630,1888193
19970630,1889480
19970630,1889499
19970630,1889501
19970630,1889510
19970630,1889529
19970630,1889538
19970630,1889547
19970630,1889556
19970630,1889565
19970630,1889574
19970630,1889846
19970630,1889855
19970630,1889891
19970630,1889958
19970630,1889967
19970630,1890169
19970630,1891317
19970630,1891344
19970630,1891979
19970630,1892145
19970630,1894112
19970630,1894121
19970630,1894998
19970630,1895397
19970630,1896312
19970630,1896321
19970630,1896947
19970630,1898008
19970630,1898017
19970630,1900134
19970630,1900330
19970630,1900732
19970630,1902651
19970630,1902754
19970630,1904897
19970630,1904936
19970630,1904963
19970630,1905009
19970630,1907106
19970630,1909445
19970630,1913684
19970630,1916416
19970630,1916706
19970630,1916760
19970630,1916836
19970630,1916920
19970630,1916948
19970630,1917271
19970630,1917600
19970630,1917897
19970630,1917918
19970630,1918081
19970630,1918090
19970630,1918120
19970630,1918746
19970630,1918755
19970630,1919015
19970630,1919060
19970630,1919079
19970630,1919770
19970630,1919976
19970630,1920516
19970630,1920600
19970630,1920646
19970630,1921036
19970630,1921746
19970630,1924318
19970630,1924859
19970630,1925502
19970630,1925913
19970630,1925968
19970630,1926228
19970630,1927131
19970630,1928165
19970630,1928437
19970630,1928615
19970630,1928633
19970630,1928727
19970630,1928996
19970630,1932555
19970630,1937260
19970630,1938865
19970630,1939264
19970630,1939282
19970630,1939303
19970630,1941324
19970630,1942554
19970630,1943917
19970630,1944204
19970630,1945340
19970630,1946860
19970630,1947036
19970630,1947045
19970630,1947054
19970630,1947081
19970630,1947102
19970630,1947148
19970630,1947540
19970630,1948220
19970630,1948435
19970630,1951109
19970630,1951118
19970630,1951127
19970630,1951172
19970630,1951181
19970630,1951725
19970630,1951752
19970630,1951770
19970630,1951789
19970630,1951891
19970630,1952058
19970630,1952441
19970630,1952571
19970630,1952786
19970630,1952898
19970630,1956186
19970630,1956702
19970630,1958229
19970630,1958395
19970630,1958407
19970630,1958416
19970630,1958434
19970630,1958827
19970630,1963120
19970630,1963139
19970630,1964668
19970630,1965366
19970630,1965441
19970630,1965768
19970630,1966215
19970630,1966671
19970630,1966774
19970630,1966783
19970630,1967557
19970630,1967753
19970630,1967865
19970630,1968723
19970630,1968796
19970630,1968853
19970630,1969485
19970630,1969506
19970630,1969597
19970630,1971693
19970630,1972270
19970630,1972391
19970630,1972533
19970630,1974443
19970630,1974470
19970630,1974630
19970630,1974966
19970630,1975075
19970630,1975114
19970630,1975459
19970630,1975468
19970630,1975477
19970630,1976607
19970630,1976616
19970630,1976625
19970630,1977154
19970630,1978151
19970630,1978414
19970630,1978487
19970630,1978656
19970630,1978674
19970630,1978683
19970630,1978704
19970630,1978713
19970630,1980583
19970630,1980592
19970630,1980846
19970630,1980891
19970630,1981692
19970630,1982055
19970630,1982176
19970630,1982895
19970630,1982907
19970630,1983061
19970630,1983070
19970630,1983427
19970630,1983977
19970630,1984013
19970630,1984040
19970630,1985131
19970630,1985216
19970630,1986008
19970630,1986110
19970630,1986156
19970630,1987498
19970630,1987519
19970630,1988646
19970630,1988749
19970630,1989166
19970630,1989241
19970630,1989625
19970630,1989634
19970630,1989643
19970630,1989830
19970630,1990087
19970630,1990096
19970630,1992335
19970630,1992661
19970630,1992849
19970630,1993006
19970630,1993547
19970630,1995103
19970630,1995523
19970630,1995970
19970630,1995989
19970630,1995998
19970630,1996007
19970630,1996034
19970630,1996726
19970630,1996922
19970630,1997862
19970630,1997871
19970630,1998551
19970630,1998560
19970630,1998711
19970630,1999718
19970630,2001328
19970630,2002763
19970630,2002893
19970630,2003108
19970630,2003975
19970630,2004039
19970630,2004048
19970630,2004141
19970630,2004749
19970630,2005643
19970630,2006118
19970630,2006453
19970630,2006462
19970630,2006471
19970630,2007218
19970630,2007254
19970630,2007610
19970630,2007629
19970630,2007647
19970630,2008130
19970630,2008158
19970630,2008185
19970630,2008653
19970630,2009164
19970630,2009212
19970630,2009294
19970630,2009717
19970630,2009847
19970630,2010759
19970630,2010825
19970630,2011765
19970630,2011804
19970630,2011859
19970630,2011868
19970630,2011952
19970630,2012258
19970630,2012267
19970630,2012315
19970630,2012436
19970630,2012566
19970630,2012678
19970630,2013246
19970630,2013947
19970630,2013965
19970630,2014355
19970630,2014494
19970630,2014971
19970630,2015857
19970630,2016340
19970630,2017534
19970630,2017673
19970630,2018344
19970630,2018371
19970630,2019202
19970630,2020691
19970630,2020824
19970630,2021287
19970630,2022444
19970630,2022471
19970630,2022529
19970630,2022725
19970630,2022734
19970630,2022930
19970630,2023012
19970630,2024318
19970630,2024381
19970630,2027412
19970630,2028398
19970630,2028905
19970630,2029368
19970630,2031455
19970630,2031727
19970630,2032292
19970630,2032500
19970630,2032724
19970630,2033226
19970630,2033235
19970630,2033244
19970630,2033365
19970630,2033440
19970630,2033468
19970630,2033486
19970630,2033495
19970630,2033570
19970630,2034465
19970630,2034492
19970630,2036955
19970630,2037550
19970630,2037569
19970630,2038409
19970630,2038771
19970630,2040288
19970630,2041801
19970630,2042648
19970630,2043319
19970630,2043337
19970630,2043346
19970630,2043850
19970630,2046507
19970630,2046516
19970630,2047465
19970630,2048734
19970630,2048789
19970630,2049142
19970630,2049151
19970630,2049209
19970630,2049302
19970630,2051136
19970630,2052067
19970630,2052076
19970630,2052496
19970630,2052601
19970630,2052692
19970630,2052777
19970630,2054575
19970630,2056298
19970630,2056300
19970630,2056739
19970630,2056805
19970630,2058528
19970630,2059954
19970630,2061162
19970630,2061407
19970630,2062347
19970630,2062815
19970630,2065432
19970630,2066390
19970630,2066523
19970630,2066868
19970630,2066886
19970630,2066895
19970630,2067007
19970630,2067771
19970630,2067959
19970630,2069047
19970630,2069382
19970630,2069850
19970630,2070584
19970630,2071321
19970630,2071648
19970630,2071657
19970630,2072252
19970630,2072270
19970630,2072793
19970630,2074407
19970630,2078816
19970630,2081124
19970630,2081722
19970630,2081834
19970630,2082484
19970630,2082532
19970630,2083294
19970630,2084983
19970630,2087939
19970630,2088208
19970630,2088329
19970630,2088516
19970630,2089036
19970630,2090313
19970630,2090751
19970630,2090779
19970630,2096164
19970630,2098412
19970630,2099361
19970630,2099464
19970630,2100089
19970630,2100119
19970630,2107305
19970630,2107499
19970630,2107707
19970630,2107789
19970630,2108227
19970630,2109617
19970630,2111432
19970630,2111562
19970630,2111889
19970630,2112439
19970630,2113931
19970630,2114022
19970630,2114901
19970630,2114938
19970630,2115449
19970630,2115467
19970630,2115757
19970630,2116473
19970630,2119858
19970630,2119867
19970630,2120470
19970630,2121169
19970630,2121310
19970630,2121543
19970630,2121552
19970630,2122568
19970630,2123958
19970630,2124085
19970630,2124795
19970630,2124816
19970630,2125206
19970630,2125354
19970630,2125523
19970630,2125541
19970630,2125813
19970630,2126669
19970630,2126913
19970630,2126922
19970630,2126977
19970630,2127022
19970630,2127068
19970630,2127095
19970630,2127246
19970630,2127657
19970630,2127871
