rssd9999,rssd9001
19860930,1023538
19860930,1024058
19860930,1024227
19860930,1024348
19860930,1024450
19860930,1024526
19860930,1025309
19860930,1025448
19860930,1025493
19860930,1025541
19860930,1025608
19860930,1025701
19860930,1025907
19860930,1026016
19860930,1026799
19860930,1027004
19860930,1027095
19860930,1027518
19860930,1027581
19860930,1027602
19860930,1027705
19860930,1027741
19860930,1027778
19860930,1027796
19860930,1027826
19860930,1027880
19860930,1028047
19860930,1028186
19860930,1028207
19860930,1028355
19860930,1028412
19860930,1028458
19860930,1028494
19860930,1028533
19860930,1028560
19860930,1028597
19860930,1028702
19860930,1028739
19860930,1028935
19860930,1028953
19860930,1029035
19860930,1029099
19860930,1029110
19860930,1029138
19860930,1029213
19860930,1029222
19860930,1029259
19860930,1029286
19860930,1029361
19860930,1029437
19860930,1029464
19860930,1029482
19860930,1029512
19860930,1029585
19860930,1029624
19860930,1029884
19860930,1029893
19860930,1029978
19860930,1030116
19860930,1030161
19860930,1030170
19860930,1030228
19860930,1030264
19860930,1030330
19860930,1030349
19860930,1030611
19860930,1030684
19860930,1030826
19860930,1030862
19860930,1030910
19860930,1030965
19860930,1030992
19860930,1031421
19860930,1031458
19860930,1031506
19860930,1031533
19860930,1031588
19860930,1031681
19860930,1031690
19860930,1031720
19860930,1031814
19860930,1031869
19860930,1031953
19860930,1032464
19860930,1032473
19860930,1033313
19860930,1033470
19860930,1033667
19860930,1033872
19860930,1033993
19860930,1034365
19860930,1034806
19860930,1034888
19860930,1035081
19860930,1035166
19860930,1035296
19860930,1037003
19860930,1037115
19860930,1039427
19860930,1039454
19860930,1039502
19860930,1040740
19860930,1040795
19860930,1042351
19860930,1047879
19860930,1047897
19860930,1047927
19860930,1048184
19860930,1048399
19860930,1048429
19860930,1048456
19860930,1048465
19860930,1048513
19860930,1048522
19860930,1048607
19860930,1048625
19860930,1048670
19860930,1048700
19860930,1048737
19860930,1048746
19860930,1048755
19860930,1048773
19860930,1048803
19860930,1048812
19860930,1048821
19860930,1048867
19860930,1048894
19860930,1048906
19860930,1048915
19860930,1048960
19860930,1048988
19860930,1049006
19860930,1049015
19860930,1049042
19860930,1049154
19860930,1049341
19860930,1049510
19860930,1049686
19860930,1049734
19860930,1049828
19860930,1049921
19860930,1049949
19860930,1050011
19860930,1050048
19860930,1050075
19860930,1050637
19860930,1050703
19860930,1050712
19860930,1050749
19860930,1050888
19860930,1051009
19860930,1051447
19860930,1051465
19860930,1051504
19860930,1051689
19860930,1051894
19860930,1051997
19860930,1052015
19860930,1052202
19860930,1052220
19860930,1052369
19860930,1052668
19860930,1052985
19860930,1052994
19860930,1053003
19860930,1053151
19860930,1053272
19860930,1053320
19860930,1053339
19860930,1053441
19860930,1053647
19860930,1053713
19860930,1053795
19860930,1053825
19860930,1053843
19860930,1053900
19860930,1054000
19860930,1054167
19860930,1054354
19860930,1054532
19860930,1054541
19860930,1054653
19860930,1054729
19860930,1054747
19860930,1054792
19860930,1054840
19860930,1054907
19860930,1054961
19860930,1055007
19860930,1055100
19860930,1055137
19860930,1055203
19860930,1055267
19860930,1055285
19860930,1055315
19860930,1055418
19860930,1055454
19860930,1055650
19860930,1055696
19860930,1055717
19860930,1055762
19860930,1055892
19860930,1056189
19860930,1056219
19860930,1056291
19860930,1056394
19860930,1056479
19860930,1056563
19860930,1056714
19860930,1056732
19860930,1056769
19860930,1056956
19860930,1057029
19860930,1057337
19860930,1057403
19860930,1057588
19860930,1057757
19860930,1057935
19860930,1058080
19860930,1058455
19860930,1058558
19860930,1058594
19860930,1058651
19860930,1058969
19860930,1058996
19860930,1059715
19860930,1059733
19860930,1060065
19860930,1060298
19860930,1060328
19860930,1060337
19860930,1060364
19860930,1060494
19860930,1060515
19860930,1060560
19860930,1060627
19860930,1060711
19860930,1061071
19860930,1061204
19860930,1061482
19860930,1061530
19860930,1061679
19860930,1061697
19860930,1061772
19860930,1061941
19860930,1062144
19860930,1062470
19860930,1062528
19860930,1062621
19860930,1062649
19860930,1062715
19860930,1063020
19860930,1063150
19860930,1063543
19860930,1063561
19860930,1063758
19860930,1063794
19860930,1063842
19860930,1064278
19860930,1064326
19860930,1064399
19860930,1064429
19860930,1064568
19860930,1064607
19860930,1064616
19860930,1064755
19860930,1064764
19860930,1064894
19860930,1065154
19860930,1065239
19860930,1065266
19860930,1065332
19860930,1065471
19860930,1065686
19860930,1065761
19860930,1066067
19860930,1066209
19860930,1066517
19860930,1066544
19860930,1066900
19860930,1066973
19860930,1066982
19860930,1067149
19860930,1067541
19860930,1067699
19860930,1067895
19860930,1067970
19860930,1068025
19860930,1068191
19860930,1068294
19860930,1068687
19860930,1068762
19860930,1069125
19860930,1069479
19860930,1069723
19860930,1069778
19860930,1070082
19860930,1070251
19860930,1070288
19860930,1070345
19860930,1070411
19860930,1070448
19860930,1070475
19860930,1070493
19860930,1070578
19860930,1070617
19860930,1070644
19860930,1070662
19860930,1070747
19860930,1070765
19860930,1070774
19860930,1070783
19860930,1070804
19860930,1070886
19860930,1070925
19860930,1070961
19860930,1071052
19860930,1071070
19860930,1071089
19860930,1071100
19860930,1071164
19860930,1071173
19860930,1071191
19860930,1071203
19860930,1071276
19860930,1071306
19860930,1071351
19860930,1071397
19860930,1071454
19860930,1071463
19860930,1071490
19860930,1071520
19860930,1071539
19860930,1071632
19860930,1071669
19860930,1071678
19860930,1071696
19860930,1071717
19860930,1071726
19860930,1071744
19860930,1071968
19860930,1072107
19860930,1072237
19860930,1072291
19860930,1072394
19860930,1072442
19860930,1072554
19860930,1072723
19860930,1072947
19860930,1073225
19860930,1073298
19860930,1073364
19860930,1073551
19860930,1073757
19860930,1074008
19860930,1074156
19860930,1074370
19860930,1074567
19860930,1074660
19860930,1074790
19860930,1074820
19860930,1074866
19860930,1074875
19860930,1074923
19860930,1075117
19860930,1075126
19860930,1075162
19860930,1075201
19860930,1075238
19860930,1075555
19860930,1075573
19860930,1075591
19860930,1075612
19860930,1075715
19860930,1075733
19860930,1075751
19860930,1075779
19860930,1075863
19860930,1075890
19860930,1075911
19860930,1075966
19860930,1075975
19860930,1075993
19860930,1076002
19860930,1076011
19860930,1076020
19860930,1076039
19860930,1076093
19860930,1076178
19860930,1076217
19860930,1076244
19860930,1076262
19860930,1076299
19860930,1076310
19860930,1076338
19860930,1076347
19860930,1076374
19860930,1076404
19860930,1076413
19860930,1076459
19860930,1076534
19860930,1076543
19860930,1076561
19860930,1076589
19860930,1076637
19860930,1076691
19860930,1076712
19860930,1076758
19860930,1076776
19860930,1076918
19860930,1077081
19860930,1077120
19860930,1077689
19860930,1078163
19860930,1078202
19860930,1078239
19860930,1078332
19860930,1078426
19860930,1078501
19860930,1078529
19860930,1078604
19860930,1078752
19860930,1078846
19860930,1078921
19860930,1079012
19860930,1079076
19860930,1079272
19860930,1079281
19860930,1079441
19860930,1079562
19860930,1079610
19860930,1079638
19860930,1079740
19860930,1079825
19860930,1079889
19860930,1079946
19860930,1080148
19860930,1080214
19860930,1080371
19860930,1080401
19860930,1080429
19860930,1080465
19860930,1080483
19860930,1080568
19860930,1080607
19860930,1080698
19860930,1080746
19860930,1080812
19860930,1080885
19860930,1080894
19860930,1080979
19860930,1080988
19860930,1081181
19860930,1081190
19860930,1081248
19860930,1081314
19860930,1081387
19860930,1081408
19860930,1081417
19860930,1081444
19860930,1081622
19860930,1081631
19860930,1081707
19860930,1081864
19860930,1081873
19860930,1081891
19860930,1081921
19860930,1082058
19860930,1082067
19860930,1082106
19860930,1082115
19860930,1082133
19860930,1082142
19860930,1082339
19860930,1082375
19860930,1082405
19860930,1082610
19860930,1082692
19860930,1082777
19860930,1082964
19860930,1082973
19860930,1083000
19860930,1083046
19860930,1083082
19860930,1083121
19860930,1083167
19860930,1083242
19860930,1083251
19860930,1083297
19860930,1083345
19860930,1083381
19860930,1083783
19860930,1083886
19860930,1083934
19860930,1083961
19860930,1084061
19860930,1084445
19860930,1084539
19860930,1084614
19860930,1084641
19860930,1084650
19860930,1084669
19860930,1084780
19860930,1084847
19860930,1084865
19860930,1084904
19860930,1085013
19860930,1085086
19860930,1085095
19860930,1085125
19860930,1085134
19860930,1085143
19860930,1085170
19860930,1085424
19860930,1085509
19860930,1085572
19860930,1085590
19860930,1085666
19860930,1085808
19860930,1086083
19860930,1086122
19860930,1086207
19860930,1086216
19860930,1086476
19860930,1086533
19860930,1086618
19860930,1086690
19860930,1090987
19860930,1093586
19860930,1093634
19860930,1093728
19860930,1093773
19860930,1093942
19860930,1094211
19860930,1094314
19860930,1094369
19860930,1094499
19860930,1094583
19860930,1094592
19860930,1094613
19860930,1094640
19860930,1094828
19860930,1094864
19860930,1094985
19860930,1095124
19860930,1095272
19860930,1095281
19860930,1095311
19860930,1095414
19860930,1095478
19860930,1095526
19860930,1095535
19860930,1095544
19860930,1095571
19860930,1095674
19860930,1095964
19860930,1095973
19860930,1095982
19860930,1096149
19860930,1096185
19860930,1096309
19860930,1096345
19860930,1096372
19860930,1096439
19860930,1096523
19860930,1096578
19860930,1096831
19860930,1096886
19860930,1096925
19860930,1097007
19860930,1097155
19860930,1097173
19860930,1097182
19860930,1097203
19860930,1097276
19860930,1097351
19860930,1097427
19860930,1097445
19860930,1097481
19860930,1097548
19860930,1097584
19860930,1097614
19860930,1097669
19860930,1097753
19860930,1097801
19860930,1097865
19860930,1097977
19860930,1098031
19860930,1098040
19860930,1098068
19860930,1098077
19860930,1098086
19860930,1098095
19860930,1098228
19860930,1098303
19860930,1098394
19860930,1098488
19860930,1098602
19860930,1098620
19860930,1098648
19860930,1098675
19860930,1098732
19860930,1098769
19860930,1098778
19860930,1098796
19860930,1098835
19860930,1098844
19860930,1098965
19860930,1098983
19860930,1099010
19860930,1099056
19860930,1099122
19860930,1099234
19860930,1099243
19860930,1099289
19860930,1099328
19860930,1099373
19860930,1099467
19860930,1099609
19860930,1099663
19860930,1099720
19860930,1099814
19860930,1099878
19860930,1099887
19860930,1099935
19860930,1099971
19860930,1100000
19860930,1100037
19860930,1100046
19860930,1100082
19860930,1100224
19860930,1100233
19860930,1100260
19860930,1100327
19860930,1100541
19860930,1100550
19860930,1100813
19860930,1100840
19860930,1100886
19860930,1101632
19860930,1101708
19860930,1101726
19860930,1101735
19860930,1101753
19860930,1102125
19860930,1102198
19860930,1102228
19860930,1102303
19860930,1102312
19860930,1102367
19860930,1102451
19860930,1102460
19860930,1102488
19860930,1102509
19860930,1102518
19860930,1102563
19860930,1102590
19860930,1103122
19860930,1103131
19860930,1103140
19860930,1103177
19860930,1103270
19860930,1103355
19860930,1103364
19860930,1103412
19860930,1103449
19860930,1103524
19860930,1103690
19860930,1103766
19860930,1103823
19860930,1103878
19860930,1103926
19860930,1104035
19860930,1104080
19860930,1104099
19860930,1104129
19860930,1104192
19860930,1104204
19860930,1104213
19860930,1104231
19860930,1104307
19860930,1104400
19860930,1104437
19860930,1104521
19860930,1104558
19860930,1104576
19860930,1104660
19860930,1104697
19860930,1104745
19860930,1104763
19860930,1104802
19860930,1104866
19860930,1104923
19860930,1104996
19860930,1105014
19860930,1105096
19860930,1105126
19860930,1105144
19860930,1105162
19860930,1105256
19860930,1105274
19860930,1105313
19860930,1105368
19860930,1105425
19860930,1105500
19860930,1105591
19860930,1105649
19860930,1105667
19860930,1105694
19860930,1105760
19860930,1105788
19860930,1105818
19860930,1105948
19860930,1105984
19860930,1106011
19860930,1106066
19860930,1106123
19860930,1106196
19860930,1106329
19860930,1106338
19860930,1106356
19860930,1106392
19860930,1106468
19860930,1106543
19860930,1106589
19860930,1106628
19860930,1106637
19860930,1106712
19860930,1106815
19860930,1106879
19860930,1106918
19860930,1107111
19860930,1107157
19860930,1107184
19860930,1107205
19860930,1107214
19860930,1107223
19860930,1107232
19860930,1107250
19860930,1107287
19860930,1107371
19860930,1107474
19860930,1107522
19860930,1107607
19860930,1107634
19860930,1107652
19860930,1107764
19860930,1107821
19860930,1107849
19860930,1107906
19860930,1107915
19860930,1107933
19860930,1107960
19860930,1108097
19860930,1108202
19860930,1108266
19860930,1108332
19860930,1108341
19860930,1108396
19860930,1108435
19860930,1108471
19860930,1108501
19860930,1108592
19860930,1108613
19860930,1108686
19860930,1108725
19860930,1108819
19860930,1108846
19860930,1108921
19860930,1109067
19860930,1109094
19860930,1109133
19860930,1109151
19860930,1109245
19860930,1109290
19860930,1109311
19860930,1109375
19860930,1109432
19860930,1109441
19860930,1109508
19860930,1109526
19860930,1109571
19860930,1109601
19860930,1109656
19860930,1109665
19860930,1109683
19860930,1109692
19860930,1109777
19860930,1109964
19860930,1109973
19860930,1109991
19860930,1110036
19860930,1110090
19860930,1110111
19860930,1110326
19860930,1110344
19860930,1110559
19860930,1110876
19860930,1110942
19860930,1110997
19860930,1111088
19860930,1111190
19860930,1111220
19860930,1111293
19860930,1111396
19860930,1111435
19860930,1111583
19860930,1111659
19860930,1111864
19860930,1111994
19860930,1112076
19860930,1113514
19860930,1113907
19860930,1114502
19860930,1114511
19860930,1114566
19860930,1114593
19860930,1114605
19860930,1114726
19860930,1114744
19860930,1114780
19860930,1114801
19860930,1114829
19860930,1114913
19860930,1114931
19860930,1114968
19860930,1115013
19860930,1115031
19860930,1115077
19860930,1115152
19860930,1115161
19860930,1115189
19860930,1115264
19860930,1115282
19860930,1115303
19860930,1115312
19860930,1115349
19860930,1115367
19860930,1115479
19860930,1115545
19860930,1115611
19860930,1115620
19860930,1115750
19860930,1116113
19860930,1116243
19860930,1116300
19860930,1116609
19860930,1116702
19860930,1116908
19860930,1116926
19860930,1116953
19860930,1116999
19860930,1117026
19860930,1117044
19860930,1117053
19860930,1117129
19860930,1117156
19860930,1117183
19860930,1117192
19860930,1117204
19860930,1117222
19860930,1117259
19860930,1117268
19860930,1117316
19860930,1117325
19860930,1117400
19860930,1117464
19860930,1117482
19860930,1117491
19860930,1117679
19860930,1117736
19860930,1117781
19860930,1118238
19860930,1118256
19860930,1118313
19860930,1118322
19860930,1118340
19860930,1118425
19860930,1118434
19860930,1118582
19860930,1118630
19860930,1118797
19860930,1118845
19860930,1118902
19860930,1118920
19860930,1119169
19860930,1119383
19860930,1119404
19860930,1119534
19860930,1119570
19860930,1119691
19860930,1119794
19860930,1120754
19860930,1121229
19860930,1121274
19860930,1121340
19860930,1121733
19860930,1121751
19860930,1121779
19860930,1121809
19860930,1121948
19860930,1121993
19860930,1122084
19860930,1122093
19860930,1122141
19860930,1122271
19860930,1122664
19860930,1122703
19860930,1122721
19860930,1122851
19860930,1122990
19860930,1123139
19860930,1123166
19860930,1123193
19860930,1123401
19860930,1123447
19860930,1123531
19860930,1123670
19860930,1123737
19860930,1123915
19860930,1123960
19860930,1124015
19860930,1124060
19860930,1124079
19860930,1124163
19860930,1124181
19860930,1124257
19860930,1124314
19860930,1124417
19860930,1124453
19860930,1124471
19860930,1124538
19860930,1124789
19860930,1124828
19860930,1124921
19860930,1124958
19860930,1125085
19860930,1125227
19860930,1125281
19860930,1125508
19860930,1125571
19860930,1125674
19860930,1125740
19860930,1125898
19860930,1126000
19860930,1126028
19860930,1126037
19860930,1126046
19860930,1126055
19860930,1126082
19860930,1126121
19860930,1126194
19860930,1126224
19860930,1126354
19860930,1126475
19860930,1126523
19860930,1126653
19860930,1126840
19860930,1127098
19860930,1127146
19860930,1127324
19860930,1127874
19860930,1128134
19860930,1128424
19860930,1128497
19860930,1128684
19860930,1128769
19860930,1129074
19860930,1129083
19860930,1129216
19860930,1129382
19860930,1129391
19860930,1129412
19860930,1129515
19860930,1129524
19860930,1129597
19860930,1129711
19860930,1129739
19860930,1129793
19860930,1129935
19860930,1129962
19860930,1130007
19860930,1130098
19860930,1130182
19860930,1130203
19860930,1130276
19860930,1130360
19860930,1130379
19860930,1130397
19860930,1130472
19860930,1130520
19860930,1130557
19860930,1130744
19860930,1130801
19860930,1130865
19860930,1130874
19860930,1130892
19860930,1130931
19860930,1131189
19860930,1131200
19860930,1131228
19860930,1131321
19860930,1131394
19860930,1131479
19860930,1131536
19860930,1131545
19860930,1131581
19860930,1131639
19860930,1131648
19860930,1131684
19860930,1131732
19860930,1131741
19860930,1131787
19860930,1131826
19860930,1131835
19860930,1131871
19860930,1131899
19860930,1131992
19860930,1132113
19860930,1132298
19860930,1132337
19860930,1132346
19860930,1132449
19860930,1132476
19860930,1132654
19860930,1132672
19860930,1132702
19860930,1132869
19860930,1132878
19860930,1132887
19860930,1132917
19860930,1132953
19860930,1133110
19860930,1133147
19860930,1133174
19860930,1133259
19860930,1133277
19860930,1133286
19860930,1133325
19860930,1133352
19860930,1133398
19860930,1133437
19860930,1133446
19860930,1133503
19860930,1133549
19860930,1133594
19860930,1133736
19860930,1133781
19860930,1133839
19860930,1133866
19860930,1133875
19860930,1133996
19860930,1134014
19860930,1134050
19860930,1134078
19860930,1134126
19860930,1134135
19860930,1134180
19860930,1134304
19860930,1134582
19860930,1134630
19860930,1134676
19860930,1134694
19860930,1134993
19860930,1135011
19860930,1135093
19860930,1135132
19860930,1135178
19860930,1135217
19860930,1135253
19860930,1135262
19860930,1135374
19860930,1135383
19860930,1135392
19860930,1135703
19860930,1135712
19860930,1135897
19860930,1135909
19860930,1135918
19860930,1135927
19860930,1135990
19860930,1136036
19860930,1136072
19860930,1136157
19860930,1136399
19860930,1136465
19860930,1136634
19860930,1136661
19860930,1136700
19860930,1136719
19860930,1136728
19860930,1136737
19860930,1136755
19860930,1136773
19860930,1136791
19860930,1136803
19860930,1136821
19860930,1136849
19860930,1136894
19860930,1136942
19860930,1136951
19860930,1136960
19860930,1137079
19860930,1137163
19860930,1137220
19860930,1137453
19860930,1137462
19860930,1137592
19860930,1137613
19860930,1137798
19860930,1137949
19860930,1137994
19860930,1138254
19860930,1138302
19860930,1138311
19860930,1138432
19860930,1138487
19860930,1138517
19860930,1138599
19860930,1138683
19860930,1138722
19860930,1138816
19860930,1138889
19860930,1138937
19860930,1138946
19860930,1138982
19860930,1139019
19860930,1139046
19860930,1139130
19860930,1139279
19860930,1139309
19860930,1139493
19860930,1139710
19860930,1139813
19860930,1139907
19860930,1141665
19860930,1143100
19860930,1143892
19860930,1199460
19860930,1199479
19860930,1199488
19860930,1199497
19860930,1199509
19860930,1199527
19860930,1199536
19860930,1199563
19860930,1199581
19860930,1199602
19860930,1199611
19860930,1199620
19860930,1199648
19860930,1199657
19860930,1199675
19860930,1199705
19860930,1199714
19860930,1199732
19860930,1199741
19860930,1199750
19860930,1199769
19860930,1199778
19860930,1199787
19860930,1199826
19860930,1199844
19860930,1199880
19860930,1199899
19860930,1199901
19860930,1199956
19860930,1199974
19860930,1200003
19860930,1200049
19860930,1200085
19860930,1200197
19860930,1200311
19860930,1200348
19860930,1200393
19860930,1200432
19860930,1200526
19860930,1200571
19860930,1200601
19860930,1200731
19860930,1200795
19860930,1200807
19860930,1200964
19860930,1200982
19860930,1201019
19860930,1201028
19860930,1201082
19860930,1201091
19860930,1201103
19860930,1201297
19860930,1201309
19860930,1201363
19860930,1201381
19860930,1201475
19860930,1201587
19860930,1201608
19860930,1201699
19860930,1201774
19860930,1201792
19860930,1201822
19860930,1201840
19860930,1201859
19860930,1201916
19860930,1201925
19860930,1201934
19860930,1201998
19860930,1202052
19860930,1202089
19860930,1202128
19860930,1202137
19860930,1202203
19860930,1202212
19860930,1202258
19860930,1202285
19860930,1202342
19860930,1202409
19860930,1202445
19860930,1202454
19860930,1202463
19860930,1202511
19860930,1202557
19860930,1202762
19860930,1202856
19860930,1202892
19860930,1202968
19860930,1203013
19860930,1203264
19860930,1203282
19860930,1203303
19860930,1203451
19860930,1203536
19860930,1203602
19860930,1203611
19860930,1203732
19860930,1203844
19860930,1203899
19860930,1203965
19860930,1203974
19860930,1203992
19860930,1204001
19860930,1204177
19860930,1204195
19860930,1204234
19860930,1204319
19860930,1204328
19860930,1204458
19860930,1204542
19860930,1204560
19860930,1204627
19860930,1204663
19860930,1204766
19860930,1204793
19860930,1204805
19860930,1204823
19860930,1204935
19860930,1205035
19860930,1205053
19860930,1205099
19860930,1205165
19860930,1205343
19860930,1205437
19860930,1205473
19860930,1205549
19860930,1205615
19860930,1205688
19860930,1205697
19860930,1205718
19860930,1205763
19860930,1205811
19860930,1205923
19860930,1206096
19860930,1206180
19860930,1206247
19860930,1206340
19860930,1206368
19860930,1206377
19860930,1206425
19860930,1206452
19860930,1206489
19860930,1206519
19860930,1206546
19860930,1206555
19860930,1206591
19860930,1206612
19860930,1206621
19860930,1206706
19860930,1206715
19860930,1206724
19860930,1206733
19860930,1206760
19860930,1206854
19860930,1206863
19860930,1206872
19860930,1206881
19860930,1206902
19860930,1206911
19860930,1206920
19860930,1206957
19860930,1207002
19860930,1207011
19860930,1207093
19860930,1207169
19860930,1207235
19860930,1207280
19860930,1207356
19860930,1207404
19860930,1207486
19860930,1207561
19860930,1207589
19860930,1207600
19860930,1207703
19860930,1207712
19860930,1207794
19860930,1207833
19860930,1207879
19860930,1207909
19860930,1207945
19860930,1207963
19860930,1207981
19860930,1208120
19860930,1208184
19860930,1208205
19860930,1208214
19860930,1208223
19860930,1208241
19860930,1208308
19860930,1208317
19860930,1208371
19860930,1208401
19860930,1208456
19860930,1208522
19860930,1208531
19860930,1208559
19860930,1208595
19860930,1208607
19860930,1208616
19860930,1208634
19860930,1208661
19860930,1208746
19860930,1208755
19860930,1208849
19860930,1208906
19860930,1208933
19860930,1208942
19860930,1208960
19860930,1209051
19860930,1209097
19860930,1209136
19860930,1209154
19860930,1209248
19860930,1209341
19860930,1209378
19860930,1209408
19860930,1209426
19860930,1209471
19860930,1209592
19860930,1209613
19860930,1209686
19860930,1209761
19860930,1209828
19860930,1209846
19860930,1209882
19860930,1209903
19860930,1210020
19860930,1210039
19860930,1210066
19860930,1210141
19860930,1210187
19860930,1210226
19860930,1210413
19860930,1210440
19860930,1210459
19860930,1210534
19860930,1210589
19860930,1210655
19860930,1236244
19860930,1237616
19860930,1239937
19860930,1240287
19860930,1240353
19860930,1240362
19860930,1241211
19860930,1241314
19860930,1241716
19860930,1244922
19860930,1244959
19860930,1245068
19860930,1245170
19860930,1245219
19860930,1245228
19860930,1245291
19860930,1245312
19860930,1245330
19860930,1245385
19860930,1245415
19860930,1245545
19860930,1245554
19860930,1245581
19860930,1245590
19860930,1245620
19860930,1246887
19860930,1378434
19860930,1591019
19860930,1607394
19861231,478476
19861231,571751
19861231,866121
19861231,1020180
19861231,1020199
19861231,1020201
19861231,1020210
19861231,1020229
19861231,1020238
19861231,1020247
19861231,1020256
19861231,1020265
19861231,1020274
19861231,1020283
19861231,1020292
19861231,1020304
19861231,1020313
19861231,1020322
19861231,1020331
19861231,1020340
19861231,1020377
19861231,1020395
19861231,1020416
19861231,1020434
19861231,1020443
19861231,1020452
19861231,1020461
19861231,1020489
19861231,1020498
19861231,1020519
19861231,1020528
19861231,1020537
19861231,1020546
19861231,1020555
19861231,1020564
19861231,1020582
19861231,1020591
19861231,1020603
19861231,1020630
19861231,1020649
19861231,1020667
19861231,1020676
19861231,1020685
19861231,1020694
19861231,1020706
19861231,1020724
19861231,1020742
19861231,1020751
19861231,1020760
19861231,1020779
19861231,1020788
19861231,1020809
19861231,1020818
19861231,1020827
19861231,1020836
19861231,1020845
19861231,1020854
19861231,1020863
19861231,1020872
19861231,1020881
19861231,1020902
19861231,1020920
19861231,1020939
19861231,1020948
19861231,1020957
19861231,1020975
19861231,1020984
19861231,1021011
19861231,1021020
19861231,1021039
19861231,1021048
19861231,1021066
19861231,1021075
19861231,1021084
19861231,1021114
19861231,1021123
19861231,1021132
19861231,1021141
19861231,1021178
19861231,1021196
19861231,1021208
19861231,1021217
19861231,1021235
19861231,1021271
19861231,1021280
19861231,1021301
19861231,1021338
19861231,1021356
19861231,1021374
19861231,1021383
19861231,1021422
19861231,1021431
19861231,1021440
19861231,1021459
19861231,1021486
19861231,1021495
19861231,1021507
19861231,1021516
19861231,1021525
19861231,1021534
19861231,1021552
19861231,1021570
19861231,1021589
19861231,1021598
19861231,1021600
19861231,1021619
19861231,1021628
19861231,1021664
19861231,1021682
19861231,1021691
19861231,1021703
19861231,1021712
19861231,1021721
19861231,1021730
19861231,1021749
19861231,1021758
19861231,1021767
19861231,1021794
19861231,1021806
19861231,1021815
19861231,1021833
19861231,1021842
19861231,1021851
19861231,1021879
19861231,1021897
19861231,1021918
19861231,1021936
19861231,1021945
19861231,1021963
19861231,1021972
19861231,1021981
19861231,1021990
19861231,1022009
19861231,1022027
19861231,1022036
19861231,1022045
19861231,1022054
19861231,1022063
19861231,1022102
19861231,1022120
19861231,1022139
19861231,1022148
19861231,1022157
19861231,1022166
19861231,1022175
19861231,1022193
19861231,1022205
19861231,1022250
19861231,1022269
19861231,1022278
19861231,1022296
19861231,1022308
19861231,1022317
19861231,1022326
19861231,1022335
19861231,1022353
19861231,1022362
19861231,1022401
19861231,1022410
19861231,1022429
19861231,1022474
19861231,1022504
19861231,1022513
19861231,1022522
19861231,1022531
19861231,1022540
19861231,1022559
19861231,1022568
19861231,1022595
19861231,1022616
19861231,1022625
19861231,1022634
19861231,1022643
19861231,1022652
